Sygnatura czasowa,Pseudonim,Tytuł atrakcji,Typ atrakcji,Czas trwania atrakcji (w godzinach),Opis atrakcji dla uczestników,Opis atrakcji dla organizatora (jeśli czujesz potrzebę dokładniejszego opisu przebiegu),Czy atrakcja zawiera treści dla dorosłych?,"Dyspozycyjność (preferowane godziny trwania atrakcji)

Zaznaczasz wszystkie, które Ci pasują.",Czy potrzebujesz laptopa?,Czy potrzebujesz głośników?,Czy potrzebujesz noclegu?,Miejsce na wszelkie inne uwagi,Doświadczenie/referencje,Priorytet atrakcji (Tier 1–3),Szacowana frekwencja,Wymagane tagi sali,Wymagane wyposażenie,Auto-planowanie,Klauzula RODO:
2026-07-24 12:38:58,Pixel Guild,Turniej: isekai tropes LHQm,Turniej,1,"Turniej: isekai tropes LHQm is a deep-dive turniej for players who enjoy chaotic quizzes. Expect a focused session with space for discussion at the end, synthetic examples, and no real attendee data.",Synthetic organizer note for Turniej: isekai tropes LHQm: leave space near the door for late arrivals; avoid placing another loud event next door.,nie,"sobota (30/09) 14:00 - 18:00, sobota (30/09) 18:00 - 22:00",Potrzebuję od was,Potrzebuję od was,Nie dotyczy w danych demo,Synthetic data: room signage should be visible. No private contact data is included.,Product Program Analyst with 9 years of community experience and 21 previous fan-event sessions.,3,50,"rhythm_games,loud_audio",speakers,tak,Wyrażam zgodę
2026-07-21 06:04:31,Roberta99,Live demo — origami i crafts,Pokaz,90 min,"Live demo — origami i crafts is a lightly competitive pokaz for people curious about Japanese pop culture. Expect a focused session with space for discussion at the end, synthetic examples, and no real attendee data.",Synthetic organizer note for Live demo — origami i crafts: reserve the first row for helpers; avoid placing another loud event next door.,nie,Pasuje mi przez cały konwent,Potrzebuję od was,Potrzebuję od was,Nie dotyczy w danych demo,Synthetic data: presenter prefers a short setup check. No private contact data is included.,Principal Quality Facilitator with 10 years of community experience and 11 previous fan-event sessions.,1,200,"main_stage,loud_audio","speakers,microphone",tak,Wyrażam zgodę
2026-07-03 06:29:39,Alfredo Leffler,Quiz 2026: idol culture,Konkurs,90 min,"Quiz 2026: idol culture is a energetic konkurs for players who enjoy chaotic quizzes. Expect a guided talk with audience questions, synthetic examples, and no real attendee data.",Synthetic organizer note for Quiz 2026: idol culture: reserve the first row for helpers; mark this as low risk for content moderation.,nie,"sobota (30/09) 22:00 - 2:00, nocka 2:00 - 9:00",Potrzebuję od was,Atrakcja nie wymaga dźwięku,Nie dotyczy w danych demo,Synthetic data: presenter prefers a short setup check. No private contact data is included.,Central Mobility Coordinator with 8 years of community experience and 20 previous fan-event sessions.,2,20,discussion,,tak,Wyrażam zgodę
2026-07-11 20:38:25,Lorenzo_Treutel69,Integracja: idol culture,Integracja,1,"Integracja: idol culture is a nostalgic integracja for players who enjoy chaotic quizzes. Expect a lively fan event built around shared recommendations, synthetic examples, and no real attendee data.",Synthetic organizer note for Integracja: idol culture: reserve the first row for helpers; keep a volunteer nearby for queue control.,nie,"sobota (30/09) 11:00 - 14:00, sobota (30/09) 14:00 - 18:00",Potrzebuję od was,Atrakcja nie wymaga dźwięku,Nie dotyczy w danych demo,Synthetic data: late arrivals are expected. No private contact data is included.,Corporate Response Liaison with 2 years of community experience and 16 previous fan-event sessions.,2,20,open_area,floor space,tak,Wyrażam zgodę
2026-07-10 20:41:24,Jude_Pagac,Turniej: anime horror,Turniej,1,"Turniej: anime horror is a lightly competitive turniej for cosplayers looking for practical ideas. Expect a guided talk with audience questions, synthetic examples, and no real attendee data.",Synthetic organizer note for Turniej: anime horror: keep a short microphone test before start; watch capacity closely if the room starts filling early.,nie,"sobota (30/09) 14:00 - 18:00, sobota (30/09) 18:00 - 22:00",Potrzebuję od was,Potrzebuję od was,Nie dotyczy w danych demo,Synthetic data: event can be moved within declared availability. No private contact data is included.,District Division Planner with 12 years of community experience and 11 previous fan-event sessions.,2,50,"rhythm_games,loud_audio",speakers,tak,Wyrażam zgodę
2026-07-24 00:03:44,Jade49,Sceniczny set: cosplay od podstaw,Pokaz,2,"Sceniczny set: cosplay od podstaw is a lightly competitive pokaz for participants who want a relaxed convention break. Expect a guided talk with audience questions, synthetic examples, and no real attendee data.",Synthetic organizer note for Sceniczny set: cosplay od podstaw: prepare a visible queue line; mark this as low risk for content moderation.,nie,Pasuje mi przez cały konwent,Potrzebuję od was,Potrzebuję od was,Nie dotyczy w danych demo,Synthetic data: helper support is welcome but not required. No private contact data is included.,Investor Markets Planner with 4 years of community experience and 11 previous fan-event sessions.,1,100,"main_stage,loud_audio","speakers,microphone",tak,Wyrażam zgodę
2026-07-11 00:41:26,Calista.Bergstrom83,Jak fandom online?,Prelekcja,1,"Jak fandom online? is a nostalgic prelekcja for cosplayers looking for practical ideas. Expect a lively fan event built around shared recommendations, synthetic examples, and no real attendee data.",Synthetic organizer note for Jak fandom online?: reserve the first row for helpers; avoid placing another loud event next door.,nie,Pasuje mi przez cały konwent,Potrzebuję od was,Atrakcja nie wymaga dźwięku,Nie dotyczy w danych demo,Synthetic data: helper support is welcome but not required. No private contact data is included.,Direct Tactics Architect with 10 years of community experience and 20 previous fan-event sessions.,2,20,discussion,,tak,Wyrażam zgodę
2026-07-20 06:39:59,Phillip Considine-Turner,Turniej: idol culture af1y,Turniej,1,"Turniej: idol culture af1y is a lightly competitive turniej for players who enjoy chaotic quizzes. Expect a lively fan event built around shared recommendations, synthetic examples, and no real attendee data.",Synthetic organizer note for Turniej: idol culture af1y: check projector input before doors open; confirm equipment before opening the room.,nie,"sobota (30/09) 14:00 - 18:00, sobota (30/09) 18:00 - 22:00",Potrzebuję od was,Atrakcja nie wymaga dźwięku,Nie dotyczy w danych demo,Synthetic data: event can be moved within declared availability. No private contact data is included.,Dynamic Directives Specialist with 9 years of community experience and 8 previous fan-event sessions.,3,50,open_area,floor space,tak,Wyrażam zgodę
2026-07-05 15:11:25,Mariam Welch,Turniej: manga shoujo 68EN,Turniej,2,"Turniej: manga shoujo 68EN is a nostalgic turniej for players who enjoy chaotic quizzes. Expect a guided talk with audience questions, synthetic examples, and no real attendee data.",Synthetic organizer note for Turniej: manga shoujo 68EN: prepare a visible queue line; avoid placing another loud event next door.,nie,"sobota (30/09) 14:00 - 18:00, sobota (30/09) 18:00 - 22:00",Potrzebuję od was,Potrzebuję od was,Nie dotyczy w danych demo,Synthetic data: late arrivals are expected. No private contact data is included.,Corporate Assurance Coordinator with 2 years of community experience and 15 previous fan-event sessions.,3,50,"rhythm_games,loud_audio",speakers,tak,Wyrażam zgodę
2026-07-02 18:23:58,Melvin.Haag30,Prelekcja: manga shoujo,Prelekcja,90 min,"Prelekcja: manga shoujo is a beginner-friendly prelekcja for participants who want a relaxed convention break. Expect a lively fan event built around shared recommendations, synthetic examples, and no real attendee data.",Synthetic organizer note for Prelekcja: manga shoujo: leave space near the door for late arrivals; mark this as low risk for content moderation.,nie,"sobota (30/09) 22:00 - 2:00, nocka 2:00 - 9:00",Potrzebuję od was,Atrakcja nie wymaga dźwięku,Nie dotyczy w danych demo,Synthetic data: late arrivals are expected. No private contact data is included.,National Solutions Planner with 4 years of community experience and 4 previous fan-event sessions.,2,20,discussion,,tak,Wyrażam zgodę
2026-07-07 15:19:56,Daniela.Collier,Warsztat praktyczny — openingi i endingi,Warsztaty,1,"Warsztat praktyczny — openingi i endingi is a nostalgic warsztaty for cosplayers looking for practical ideas. Expect a focused session with space for discussion at the end, synthetic examples, and no real attendee data.",Synthetic organizer note for Warsztat praktyczny — openingi i endingi: leave space near the door for late arrivals; avoid placing another loud event next door.,nie,"niedziela (01/10) 9:00 - 12:00, niedziela (01/10) 12:00 - 15:00",Potrzebuję od was,Atrakcja nie wymaga dźwięku,Nie dotyczy w danych demo,Synthetic data: room signage should be visible. No private contact data is included.,Customer Mobility Consultant with 6 years of community experience and 24 previous fan-event sessions.,3,50,open_area,floor space,tak,Wyrażam zgodę
2026-07-12 10:39:08,Corine_Konopelski75,Live demo — cosplay od podstaw,Pokaz,90 min,"Live demo — cosplay od podstaw is a energetic pokaz for players who enjoy chaotic quizzes. Expect a multimedia session with examples from recent series, synthetic examples, and no real attendee data.",Synthetic organizer note for Live demo — cosplay od podstaw: keep a short microphone test before start; keep a volunteer nearby for queue control.,nie,niedziela (01/10) 12:00 - 15:00,Potrzebuję od was,Atrakcja nie wymaga dźwięku,Nie dotyczy w danych demo,Synthetic data: room signage should be visible. No private contact data is included.,Senior Web Administrator with 4 years of community experience and 19 previous fan-event sessions.,1,100,main_stage,microphone,tak,Wyrażam zgodę
2026-07-16 20:59:38,Night Club,Panel: Genshin lore,Panel,1,"Panel: Genshin lore is a energetic panel for cosplayers looking for practical ideas. Expect a focused session with space for discussion at the end, synthetic examples, and no real attendee data.",Synthetic organizer note for Panel: Genshin lore: reserve the first row for helpers; watch capacity closely if the room starts filling early.,nie,"niedziela (01/10) 9:00 - 12:00, niedziela (01/10) 12:00 - 15:00",Potrzebuję od was,Atrakcja nie wymaga dźwięku,Nie dotyczy w danych demo,Synthetic data: late arrivals are expected. No private contact data is included.,Central Identity Strategist with 2 years of community experience and 15 previous fan-event sessions.,2,50,"projector,quiet_room",projector,tak,Wyrażam zgodę
2026-07-18 05:50:38,Annette Murphy,Warsztat praktyczny — Genshin lore,Warsztaty,1,"Warsztat praktyczny — Genshin lore is a deep-dive warsztaty for cosplayers looking for practical ideas. Expect a guided talk with audience questions, synthetic examples, and no real attendee data.",Synthetic organizer note for Warsztat praktyczny — Genshin lore: leave space near the door for late arrivals; mark this as low risk for content moderation.,nie,"sobota (30/09) 14:00 - 18:00, sobota (30/09) 18:00 - 22:00",Potrzebuję od was,Atrakcja nie wymaga dźwięku,Nie dotyczy w danych demo,Synthetic data: room signage should be visible. No private contact data is included.,Product Mobility Associate with 7 years of community experience and 22 previous fan-event sessions.,2,50,open_area,floor space,tak,Wyrażam zgodę
2026-07-09 07:59:15,Nakia Lindgren,Turniej: Studio Ghibli,Turniej,90 min,"Turniej: Studio Ghibli is a deep-dive turniej for people curious about Japanese pop culture. Expect a guided talk with audience questions, synthetic examples, and no real attendee data.",Synthetic organizer note for Turniej: Studio Ghibli: check projector input before doors open; confirm equipment before opening the room.,nie,"sobota (30/09) 14:00 - 18:00, sobota (30/09) 18:00 - 22:00",Potrzebuję od was,Potrzebuję od was,Nie dotyczy w danych demo,Synthetic data: event can be moved within declared availability. No private contact data is included.,Forward Mobility Producer with 7 years of community experience and 3 previous fan-event sessions.,2,50,"rhythm_games,loud_audio",speakers,tak,Wyrażam zgodę
2026-07-10 13:01:56,Mr. Emilie Toy,Dlaczego makijaż postaci?,Prelekcja,1,"Dlaczego makijaż postaci? is a beginner-friendly prelekcja for cosplayers looking for practical ideas. Expect a guided talk with audience questions, synthetic examples, and no real attendee data.",Synthetic organizer note for Dlaczego makijaż postaci?: reserve the first row for helpers; confirm equipment before opening the room.,nie,"sobota (30/09) 22:00 - 2:00, nocka 2:00 - 9:00",Potrzebuję od was,Atrakcja nie wymaga dźwięku,Nie dotyczy w danych demo,Synthetic data: presenter prefers a short setup check. No private contact data is included.,Future Data Officer with 9 years of community experience and 1 previous fan-event sessions.,3,20,discussion,,tak,Wyrażam zgodę
2026-07-10 14:10:51,Judy Kunde,Quiz 2025: polski dubbing,Konkurs,2,"Quiz 2025: polski dubbing is a beginner-friendly konkurs for cosplayers looking for practical ideas. Expect a guided talk with audience questions, synthetic examples, and no real attendee data.",Synthetic organizer note for Quiz 2025: polski dubbing: leave space near the door for late arrivals; keep a volunteer nearby for queue control.,nie,Pasuje mi przez cały konwent,Potrzebuję od was,Atrakcja nie wymaga dźwięku,Nie dotyczy w danych demo,Synthetic data: event can be moved within declared availability. No private contact data is included.,Legacy Brand Producer with 1 years of community experience and 10 previous fan-event sessions.,2,50,"projector,quiet_room",projector,tak,Wyrażam zgodę
2026-07-24 13:15:50,Bette_Batz,Open activity: manga paneling,Integracja,1,"Open activity: manga paneling is a lightly competitive integracja for people curious about Japanese pop culture. Expect a practical convention activity with a clear beginner-friendly flow, synthetic examples, and no real attendee data.",Synthetic organizer note for Open activity: manga paneling: prepare a visible queue line; confirm equipment before opening the room.,nie,"sobota (30/09) 11:00 - 14:00, sobota (30/09) 14:00 - 18:00",Potrzebuję od was,Atrakcja nie wymaga dźwięku,Nie dotyczy w danych demo,Synthetic data: late arrivals are expected. No private contact data is included.,International Interactions Developer with 3 years of community experience and 13 previous fan-event sessions.,3,20,open_area,floor space,tak,Wyrażam zgodę
2026-07-23 22:50:26,Miss Sherri Price,Sceniczny set: polski dubbing,Pokaz,2,"Sceniczny set: polski dubbing is a energetic pokaz for participants who want a relaxed convention break. Expect a lively fan event built around shared recommendations, synthetic examples, and no real attendee data.",Synthetic organizer note for Sceniczny set: polski dubbing: leave space near the door for late arrivals; keep a volunteer nearby for queue control.,nie,sobota (30/09) 18:00 - 22:00,Potrzebuję od was,Potrzebuję od was,Nie dotyczy w danych demo,Synthetic data: presenter prefers a short setup check. No private contact data is included.,Legacy Metrics Specialist with 11 years of community experience and 20 previous fan-event sessions.,1,200,"main_stage,loud_audio","speakers,microphone",tak,Wyrażam zgodę
2026-07-26 11:00:49,Night Guild,cosplay od podstaw — depono vulgus celebrer,Prelekcja,90 min,"cosplay od podstaw — depono vulgus celebrer is a nostalgic prelekcja for fans of seasonal anime. Expect a multimedia session with examples from recent series, synthetic examples, and no real attendee data.",Synthetic organizer note for cosplay od podstaw — depono vulgus celebrer: leave space near the door for late arrivals; keep a volunteer nearby for queue control.,nie,Pasuje mi przez cały konwent,Potrzebuję od was,Atrakcja nie wymaga dźwięku,Nie dotyczy w danych demo,Synthetic data: late arrivals are expected. No private contact data is included.,Forward Directives Supervisor with 7 years of community experience and 20 previous fan-event sessions.,2,20,discussion,,tak,Wyrażam zgodę
2026-07-25 15:28:22,Jessie Bernier,Open tournament — anime muzyka,Turniej,2,"Open tournament — anime muzyka is a lightly competitive turniej for players who enjoy chaotic quizzes. Expect a focused session with space for discussion at the end, synthetic examples, and no real attendee data.",Synthetic organizer note for Open tournament — anime muzyka: reserve the first row for helpers; mark this as low risk for content moderation.,nie,Pasuje mi przez cały konwent,Potrzebuję od was,Potrzebuję od was,Nie dotyczy w danych demo,Synthetic data: room signage should be visible. No private contact data is included.,Direct Solutions Representative with 4 years of community experience and 2 previous fan-event sessions.,2,50,"rhythm_games,loud_audio",speakers,tak,Wyrażam zgodę
2026-07-13 02:10:54,Millie Koch,Integracja: anime horror,Integracja,2,"Integracja: anime horror is a energetic integracja for participants who want a relaxed convention break. Expect a lively fan event built around shared recommendations, synthetic examples, and no real attendee data.",Synthetic organizer note for Integracja: anime horror: leave space near the door for late arrivals; avoid placing another loud event next door.,nie,"sobota (30/09) 14:00 - 18:00, sobota (30/09) 18:00 - 22:00",Potrzebuję od was,Atrakcja nie wymaga dźwięku,Nie dotyczy w danych demo,Synthetic data: event can be moved within declared availability. No private contact data is included.,Human Group Engineer with 9 years of community experience and 18 previous fan-event sessions.,2,20,open_area,floor space,tak,Wyrażam zgodę
2026-07-08 17:15:19,Malcolm Art,Quiz 2024: anime sezonu,Konkurs,2,"Quiz 2024: anime sezonu is a lightly competitive konkurs for people curious about Japanese pop culture. Expect a guided talk with audience questions, synthetic examples, and no real attendee data.",Synthetic organizer note for Quiz 2024: anime sezonu: keep a short microphone test before start; avoid placing another loud event next door.,nie,"sobota (30/09) 14:00 - 18:00, sobota (30/09) 18:00 - 22:00",Potrzebuję od was,Atrakcja nie wymaga dźwięku,Nie dotyczy w danych demo,Synthetic data: room signage should be visible. No private contact data is included.,Lead Identity Analyst with 12 years of community experience and 14 previous fan-event sessions.,2,20,quiet_room,,tak,Wyrażam zgodę
2026-07-21 14:51:55,Nettie Schmitt,Sceniczny set: anime muzyka,Pokaz,1,"Sceniczny set: anime muzyka is a nostalgic pokaz for participants who want a relaxed convention break. Expect a focused session with space for discussion at the end, synthetic examples, and no real attendee data.",Synthetic organizer note for Sceniczny set: anime muzyka: check projector input before doors open; mark this as low risk for content moderation.,nie,Pasuje mi przez cały konwent,Potrzebuję od was,Potrzebuję od was,Nie dotyczy w danych demo,Synthetic data: event can be moved within declared availability. No private contact data is included.,Internal Assurance Assistant with 10 years of community experience and 5 previous fan-event sessions.,1,200,"main_stage,loud_audio","speakers,microphone",tak,Wyrażam zgodę
2026-07-17 04:36:34,Anime Crew,Turniej: VTuber fandom,Turniej,1,"Turniej: VTuber fandom is a lightly competitive turniej for cosplayers looking for practical ideas. Expect a guided talk with audience questions, synthetic examples, and no real attendee data.",Synthetic organizer note for Turniej: VTuber fandom: prepare a visible queue line; avoid placing another loud event next door.,nie,"sobota (30/09) 14:00 - 18:00, sobota (30/09) 18:00 - 22:00",Potrzebuję od was,Potrzebuję od was,Nie dotyczy w danych demo,Synthetic data: room signage should be visible. No private contact data is included.,Dynamic Program Designer with 5 years of community experience and 17 previous fan-event sessions.,2,50,"rhythm_games,loud_audio",speakers,tak,Wyrażam zgodę
2026-07-01 10:42:57,Maximilian84,Wprowadzenie do polski dubbing,Warsztaty,2,"Wprowadzenie do polski dubbing is a deep-dive warsztaty for players who enjoy chaotic quizzes. Expect a guided talk with audience questions, synthetic examples, and no real attendee data.",Synthetic organizer note for Wprowadzenie do polski dubbing: check projector input before doors open; keep a volunteer nearby for queue control.,nie,"sobota (30/09) 11:00 - 14:00, sobota (30/09) 14:00 - 18:00",Potrzebuję od was,Atrakcja nie wymaga dźwięku,Nie dotyczy w danych demo,Synthetic data: helper support is welcome but not required. No private contact data is included.,Dynamic Accounts Facilitator with 9 years of community experience and 4 previous fan-event sessions.,2,50,workshop_tables,tables,tak,Wyrażam zgodę
2026-07-23 13:25:17,Gonzalo Chan,Turniej: openingi i endingi,Turniej,90 min,"Turniej: openingi i endingi is a lightly competitive turniej for people curious about Japanese pop culture. Expect a practical convention activity with a clear beginner-friendly flow, synthetic examples, and no real attendee data.",Synthetic organizer note for Turniej: openingi i endingi: reserve the first row for helpers; watch capacity closely if the room starts filling early.,nie,"niedziela (01/10) 9:00 - 12:00, niedziela (01/10) 12:00 - 15:00",Potrzebuję od was,Atrakcja nie wymaga dźwięku,Nie dotyczy w danych demo,Synthetic data: helper support is welcome but not required. No private contact data is included.,Lead Factors Administrator with 7 years of community experience and 7 previous fan-event sessions.,2,50,open_area,floor space,tak,Wyrażam zgodę
2026-07-14 16:47:35,Kristi68,Sceniczny set: isekai tropes,Pokaz,2,"Sceniczny set: isekai tropes is a deep-dive pokaz for people curious about Japanese pop culture. Expect a multimedia session with examples from recent series, synthetic examples, and no real attendee data.",Synthetic organizer note for Sceniczny set: isekai tropes: prepare a visible queue line; keep a volunteer nearby for queue control.,nie,sobota (30/09) 18:00 - 22:00,Potrzebuję od was,Potrzebuję od was,Nie dotyczy w danych demo,Synthetic data: event can be moved within declared availability. No private contact data is included.,Legacy Accounts Facilitator with 1 years of community experience and 2 previous fan-event sessions.,1,100,"main_stage,loud_audio","speakers,microphone",tak,Wyrażam zgodę
2026-07-27 00:24:46,Christine.Abshire,Turniej: fandom online,Turniej,1,"Turniej: fandom online is a lightly competitive turniej for players who enjoy chaotic quizzes. Expect a focused session with space for discussion at the end, synthetic examples, and no real attendee data.",Synthetic organizer note for Turniej: fandom online: keep a short microphone test before start; confirm equipment before opening the room.,nie,"sobota (30/09) 14:00 - 18:00, sobota (30/09) 18:00 - 22:00",Potrzebuję od was,Potrzebuję od was,Nie dotyczy w danych demo,Synthetic data: helper support is welcome but not required. No private contact data is included.,Legacy Division Designer with 8 years of community experience and 18 previous fan-event sessions.,2,50,"rhythm_games,loud_audio",speakers,tak,Wyrażam zgodę
2026-07-11 17:08:30,Clarence16,Jak makijaż postaci?,Prelekcja,1,"Jak makijaż postaci? is a lightly competitive prelekcja for participants who want a relaxed convention break. Expect a focused session with space for discussion at the end, synthetic examples, and no real attendee data.",Synthetic organizer note for Jak makijaż postaci?: check projector input before doors open; avoid placing another loud event next door.,nie,"sobota (30/09) 11:00 - 14:00, sobota (30/09) 14:00 - 18:00",Potrzebuję od was,Atrakcja nie wymaga dźwięku,Nie dotyczy w danych demo,Synthetic data: presenter prefers a short setup check. No private contact data is included.,Forward Marketing Supervisor with 12 years of community experience and 8 previous fan-event sessions.,2,20,"projector,quiet_room",projector,tak,Wyrażam zgodę
2026-07-20 22:09:42,Daryl71,fond przewodnik po openingi i endingi,Prelekcja,1,"fond przewodnik po openingi i endingi is a beginner-friendly prelekcja for fans of seasonal anime. Expect a guided talk with audience questions, synthetic examples, and no real attendee data.",Synthetic organizer note for fond przewodnik po openingi i endingi: leave space near the door for late arrivals; watch capacity closely if the room starts filling early.,nie,niedziela (01/10) 9:00 - 12:00,Potrzebuję od was,Atrakcja nie wymaga dźwięku,Nie dotyczy w danych demo,Synthetic data: presenter prefers a short setup check. No private contact data is included.,Forward Directives Supervisor with 8 years of community experience and 2 previous fan-event sessions.,2,20,discussion,,tak,Wyrażam zgodę
2026-07-17 12:12:42,Astrid Draws,Turniej: isekai tropes uFJn,Turniej,1,"Turniej: isekai tropes uFJn is a energetic turniej for players who enjoy chaotic quizzes. Expect a focused session with space for discussion at the end, synthetic examples, and no real attendee data.",Synthetic organizer note for Turniej: isekai tropes uFJn: check projector input before doors open; confirm equipment before opening the room.,nie,"sobota (30/09) 14:00 - 18:00, sobota (30/09) 18:00 - 22:00",Potrzebuję od was,Atrakcja nie wymaga dźwięku,Nie dotyczy w danych demo,Synthetic data: late arrivals are expected. No private contact data is included.,Chief Creative Supervisor with 1 years of community experience and 2 previous fan-event sessions.,2,20,open_area,floor space,tak,Wyrażam zgodę
2026-07-16 21:23:35,Mindy Reads,Open tournament — cosplay od podstaw,Turniej,1,"Open tournament — cosplay od podstaw is a deep-dive turniej for participants who want a relaxed convention break. Expect a practical convention activity with a clear beginner-friendly flow, synthetic examples, and no real attendee data.",Synthetic organizer note for Open tournament — cosplay od podstaw: leave space near the door for late arrivals; keep a volunteer nearby for queue control.,nie,"sobota (30/09) 14:00 - 18:00, sobota (30/09) 18:00 - 22:00",Potrzebuję od was,Potrzebuję od was,Nie dotyczy w danych demo,Synthetic data: helper support is welcome but not required. No private contact data is included.,Product Group Director with 3 years of community experience and 15 previous fan-event sessions.,2,50,"rhythm_games,loud_audio",speakers,tak,Wyrażam zgodę
2026-07-18 19:29:43,Christine Beatty,Panel: manga shoujo,Panel,90 min,"Panel: manga shoujo is a nostalgic panel for fans of seasonal anime. Expect a lively fan event built around shared recommendations, synthetic examples, and no real attendee data.",Synthetic organizer note for Panel: manga shoujo: reserve the first row for helpers; mark this as low risk for content moderation.,nie,"sobota (30/09) 14:00 - 18:00, sobota (30/09) 18:00 - 22:00",Potrzebuję od was,Atrakcja nie wymaga dźwięku,Nie dotyczy w danych demo,Synthetic data: late arrivals are expected. No private contact data is included.,Senior Group Associate with 6 years of community experience and 2 previous fan-event sessions.,2,20,"projector,quiet_room",projector,tak,Wyrażam zgodę
2026-07-12 10:58:34,Lorenza.VonRueden-Bogan,Nauka anime sezonu,Warsztaty,1,"Nauka anime sezonu is a nostalgic warsztaty for participants who want a relaxed convention break. Expect a focused session with space for discussion at the end, synthetic examples, and no real attendee data.",Synthetic organizer note for Nauka anime sezonu: prepare a visible queue line; confirm equipment before opening the room.,nie,"sobota (30/09) 14:00 - 18:00, sobota (30/09) 18:00 - 22:00",Potrzebuję od was,Atrakcja nie wymaga dźwięku,Nie dotyczy w danych demo,Synthetic data: presenter prefers a short setup check. No private contact data is included.,Principal Communications Analyst with 7 years of community experience and 21 previous fan-event sessions.,2,50,"workshop_tables,materials","tables,materials",tak,Wyrażam zgodę
2026-07-09 18:35:27,Romaine Art,Quiz 2026: japońskie gry RPG,Konkurs,2,"Quiz 2026: japońskie gry RPG is a lightly competitive konkurs for fans of seasonal anime. Expect a lively fan event built around shared recommendations, synthetic examples, and no real attendee data.",Synthetic organizer note for Quiz 2026: japońskie gry RPG: check projector input before doors open; avoid placing another loud event next door.,nie,"sobota (30/09) 22:00 - 2:00, nocka 2:00 - 9:00",Potrzebuję od was,Atrakcja nie wymaga dźwięku,Nie dotyczy w danych demo,Synthetic data: helper support is welcome but not required. No private contact data is included.,Lead Directives Executive with 5 years of community experience and 15 previous fan-event sessions.,3,20,discussion,,tak,Wyrażam zgodę
2026-07-03 08:19:27,Mariam75,Koncert: japońskie gry RPG,Koncert,1,"Koncert: japońskie gry RPG is a energetic koncert for players who enjoy chaotic quizzes. Expect a focused session with space for discussion at the end, synthetic examples, and no real attendee data.",Synthetic organizer note for Koncert: japońskie gry RPG: prepare a visible queue line; watch capacity closely if the room starts filling early.,nie,niedziela (01/10) 12:00 - 15:00,Potrzebuję od was,Atrakcja nie wymaga dźwięku,Nie dotyczy w danych demo,Synthetic data: event can be moved within declared availability. No private contact data is included.,Future Applications Engineer with 10 years of community experience and 14 previous fan-event sessions.,1,200,main_stage,microphone,tak,Wyrażam zgodę
2026-07-27 17:47:42,Erika.Corwin,Bracket battle: anime horror,Turniej,1,"Bracket battle: anime horror is a lightly competitive turniej for cosplayers looking for practical ideas. Expect a multimedia session with examples from recent series, synthetic examples, and no real attendee data.",Synthetic organizer note for Bracket battle: anime horror: reserve the first row for helpers; watch capacity closely if the room starts filling early.,nie,Pasuje mi przez cały konwent,Potrzebuję od was,Atrakcja nie wymaga dźwięku,Nie dotyczy w danych demo,Synthetic data: helper support is welcome but not required. No private contact data is included.,Lead Integration Facilitator with 2 years of community experience and 19 previous fan-event sessions.,3,20,open_area,floor space,tak,Wyrażam zgodę
2026-07-05 02:55:22,Wiley McClure,Turniej: rhythm games,Turniej,2,"Turniej: rhythm games is a beginner-friendly turniej for players who enjoy chaotic quizzes. Expect a guided talk with audience questions, synthetic examples, and no real attendee data.",Synthetic organizer note for Turniej: rhythm games: prepare a visible queue line; watch capacity closely if the room starts filling early.,nie,"sobota (30/09) 18:00 - 22:00, sobota (30/09) 22:00 - 2:00",Potrzebuję od was,Potrzebuję od was,Nie dotyczy w danych demo,Synthetic data: helper support is welcome but not required. No private contact data is included.,Human Accounts Manager with 5 years of community experience and 3 previous fan-event sessions.,2,20,"rhythm_games,loud_audio",speakers,tak,Wyrażam zgodę
2026-07-12 09:03:52,Darnell Howell,Warsztat praktyczny — makijaż postaci,Warsztaty,1,"Warsztat praktyczny — makijaż postaci is a energetic warsztaty for people curious about Japanese pop culture. Expect a lively fan event built around shared recommendations, synthetic examples, and no real attendee data.",Synthetic organizer note for Warsztat praktyczny — makijaż postaci: leave space near the door for late arrivals; watch capacity closely if the room starts filling early.,nie,Pasuje mi przez cały konwent,Potrzebuję od was,Atrakcja nie wymaga dźwięku,Nie dotyczy w danych demo,Synthetic data: late arrivals are expected. No private contact data is included.,Central Applications Producer with 11 years of community experience and 19 previous fan-event sessions.,2,50,workshop_tables,tables,tak,Wyrażam zgodę
2026-07-25 12:31:17,Peter Quest,Anisong night: anime muzyka,Koncert,1,"Anisong night: anime muzyka is a deep-dive koncert for participants who want a relaxed convention break. Expect a focused session with space for discussion at the end, synthetic examples, and no real attendee data.",Synthetic organizer note for Anisong night: anime muzyka: keep a short microphone test before start; avoid placing another loud event next door.,nie,sobota (30/09) 18:00 - 22:00,Potrzebuję od was,Atrakcja nie wymaga dźwięku,Nie dotyczy w danych demo,Synthetic data: late arrivals are expected. No private contact data is included.,International Brand Strategist with 4 years of community experience and 6 previous fan-event sessions.,1,100,main_stage,microphone,tak,Wyrażam zgodę
